[SETTINGS]
#cell_size(width)	cell_size(height)	num_col_cells	num_row_cells
50	50	60	40
#Obj_type	index_col	index_row	ani_set	indexCOl 	indexRow

[OBJECTS]


#==== BRICK HILLS 1					
#===HANG 1					
1	0	352	1300	0	7
1	16	352	1301	0	7
1	32	352	1301	0	7
1	48	352	1301	0	7
1	64	352	1301	1	7
1	80	352	1301	1	7
1	96	352	1301	1	7
1	112	352	1301	2	7
1	128	352	1301	2	7
1	144	352	1302	2	7
#===HANG 2				0	0
1	0	368	1303	0	7
1	16	368	1304	0	7
1	32	368	1304	0	7
1	48	368	1304	0	7
1	64	368	1304	1	7
1	80	368	1304	1	7
1	96	368	1304	1	7
1	112	368	1304	2	7
1	128	368	1304	2	7
1	144	368	1305	2	7
#===HANG 3				0	0
1	0	384	1303	0	7
1	16	384	1304	0	7
1	32	384	1304	0	7
1	48	384	1304	0	7
1	64	384	1304	1	7
1	80	384	1304	1	7
1	96	384	1304	1	7
1	112	384	1304	2	7
1	128	384	1304	2	7
1	144	384	1305	2	7
#===HANG 4				0	0
1	0	400	1303	0	8
1	16	400	1304	0	8
1	32	400	1304	0	8
1	48	400	1304	0	8
1	64	400	1304	1	8
1	80	400	1304	1	8
1	96	400	1304	1	8
1	112	400	1304	2	8
1	128	400	1304	2	8
1	144	400	1305	2	8
#===HANG 5				0	0
1	0	416	1303	0	8
1	16	416	1304	0	8
1	32	416	1304	0	8
1	48	416	1304	0	8
1	64	416	1304	1	8
1	80	416	1304	1	8
1	96	416	1304	1	8
1	112	416	1304	2	8
1	128	416	1304	2	8
1	144	416	1305	2	8
#==== BRICK HILLS 2				0	0
#HANG 1				0	0
5	1968	368	1300	39	7
5	1984	368	1301	39	7
5	2000	368	1302	40	7
#HANG 2				0	0
#1	1968	384	1303	39	7
#1	1984	384	1304	39	7
#1	2000	384	1305	40	7
#==== GACH NHO XEP HANG DOC				0	0
1	2032	240	1306	40	4
1	2032	256	1306	40	5
1	2032	272	1306	40	5
1	2032	288	1306	40	5
1	2032	304	1306	40	6
1	2032	320	1306	40	6
1	2032	336	1306	40	6
1	2032	352	1306	40	7
1	2032	368	1306	40	7
1	2032	384	1306	40	7
#==== GACH NHO XEP HANG DOC K? BÊN				0	0
1	2048	176	1306	40	3
1	2048	192	1306	40	3
1	2048	208	1306	40	4
1	2048	224	1306	40	4
1	2048	240	1306	40	4
1	2048	256	1306	40	5
1	2048	272	1306	40	5
1	2048	288	1306	40	5
1	2048	304	1306	40	6
1	2048	320	1306	40	6
1	2048	336	1306	40	6
1	2048	352	1306	40	7
1	2048	368	1306	40	7
1	2048	384	1306	40	7
1	2048	400	1306	40	8
1	2048	416	1306	40	8
1	2048	432	1306	40	8
1	2048	448	1306	40	8
1	2048	464	1306	40	9
1	2048	480	1306	40	9
#==== TANG GACH BU				0	0
#===HANG 1				0	0
1	1920	400	1307	38	8
1	1936	400	1308	38	8
1	1952	400	1308	39	8
1	1968	400	1308	39	8
1	1984	400	1308	39	8
1	2000	400	1308	40	8
1	2016	400	1308	40	8
1	2032	400	1309	40	8
#===HANG 2				0	0
1	1920	416	1310	38	8
1	1936	416	1311	38	8
1	1952	416	1311	39	8
1	1968	416	1311	39	8
1	1984	416	1311	39	8
1	2000	416	1311	40	8
1	2016	416	1311	40	8
1	2032	416	1312	40	8
#ONG CONG 2				0	0
6	2191	384	80	43	7
6	2208	384	81	44	7
6	2192	400	82	43	8
6	2208	400	83	44	8
#ONG CONG 1				0	0
29	1936	336	405	38	6
6	1937	352	82	38	7
6	1953	352	83	39	7
6	1937	368	82	38	7
6	1953	368	83	39	7
6	1937	384	82	38	7
6	1953	384	83	39	7
# --- HÀNG GACH NHO HANG NGANG ----				0	0
1	2064	416	30	41	8
1	2080	416	31	41	8
1	2096	416	31	41	8
1	2112	416	31	42	8
1	2128	416	31	42	8
1	2144	416	31	42	8
1	2160	416	31	43	8
1	2176	416	31	43	8
1	2192	416	31	43	8
1	2208	416	31	44	8
1	2224	416	31	44	8
1	2240	416	31	44	8
1	2256	416	31	45	8
1	2272	416	31	45	8
1	2288	416	31	45	8
1	2304	416	31	46	8
1	2320	416	31	46	8
1	2336	416	31	46	8
1	2352	416	31	47	8
1	2368	416	31	47	8
1	2384	416	31	47	8
1	2400	416	31	48	8
1	2416	416	31	48	8
1	2432	416	31	48	8
1	2448	416	31	48	8
1	2464	416	31	49	8
1	2480	416	31	49	8
1	2496	416	31	49	8
1	2512	416	31	50	8
1	2528	416	31	50	8
1	2544	416	31	50	8
1	2560	416	32	51	8
#==== black black				0	0
#4	0	436	107	0	8
## coin 10 times				0	0
26	1008	352	209	20	7
26	1008	352	209	20	7
26	1008	352	209	20	7
26	1008	352	209	20	7
26	1008	352	209	20	7
26	1008	352	209	20	7
26	1008	352	209	20	7
26	1008	352	209	20	7
26	1008	352	209	20	7
26	1008	352	209	20	7
26	1536	288	209	30	5
26	1536	288	209	30	5
26	1536	288	209	30	5
26	1536	288	209	30	5
26	1536	288	209	30	5
26	1536	288	209	30	5
26	1536	288	209	30	5
26	1536	288	209	30	5
26	1536	288	209	30	5
26	1536	288	209	30	5
#=====  BREAKABLE BRICK				0	0
#===== HANG 1				0	0
23	224	352	403	4	7
23	240	352	403	4	7
23	256	352	403	5	7
23	272	352	403	5	7
#===== HANG 2				0	0
23	384	336	403	7	6
23	400	336	403	8	6
23	416	336	403	8	6
23	432	336	403	8	6
23	448	336	403	8	6
#===== HANG 3				0	0
23	608	288	403	12	5
23	624	288	403	12	5
#====== MUSHROOM GREEN				0	0
19	640	288	220	12	5
20	640	288	218	12	5
23	656	288	403	13	5
#===== HANG 4				0	0
23	640	368	403	12	7
23	656	368	403	13	7
#===== HANG 5				0	0
23	752	320	403	15	6
23	752	336	403	15	6
23	752	352	403	15	7
23	752	368	403	15	7
23	752	368	403	15	7
23	768	368	403	15	7
23	784	368	403	15	7
#===== HANG 6				0	0
23	864	336	403	17	6
23	864	336	403	17	6
23	864	336	403	17	6
23	864	352	403	17	7
23	880	352	403	17	7
23	896	352	403	17	7
#===== HANG 7				0	0
23	944	336	403	18	6
23	944	352	403	18	7
#==== LEAF 1				0	0
16	960	352	219	19	7
#===== MUSHROOM RED 1				0	0
17	960	352	220	19	7
## g?ch n?m lá				0	0
18	960	352	218	19	7
#===== HANG 8				0	0
23	960	400	403	19	8
23	976	400	403	19	8
23	992	400	403	19	8
23	1008	400	403	20	8
#===== HANG 9				0	0
48	1008	352	218	20	7
23	1024	352	403	20	7
23	1040	352	403	20	7
23	1056	352	403	21	7
23	1072	352	403	21	7
#===== HANG 10				0	0
23	1152	384	403	23	7
23	1168	384	403	23	7
23	1184	384	403	23	7
23	1200	384	403	24	7
23	1216	384	403	24	7
#===== HANG 11				0	0
23	1184	304	403	23	6
23	1200	304	403	24	6
23	1216	304	403	24	6
# n?m xanh				0	0
19	1232	288	220	24	5
20	1232	288	218	24	5
23	1232	304	403	24	6
#===== HANG 12				0	0
23	1264	368	403	25	7
23	1280	368	403	25	7
#===== HANG 13				0	0
23	1392	304	403	27	6
23	1408	304	403	28	6
23	1424	304	403	28	6
#===== HANG 14				0	0
48	1536	288	218	30	5
23	1536	304	403	30	6
#===== HANG 15				0	0
23	1536	368	403	30	7
23	1536	384	403	30	7
23	1536	400	403	30	8
23	1552	400	403	31	8
23	1568	400	403	31	8
23	1584	400	403	31	8
#===== HANG 16				0	0
23	1728	288	403	34	5
23	1728	304	403	34	6
23	1728	320	403	34	6
#===== HANG 17				0	0
23	1776	368	403	35	7
23	1792	368	403	35	7
23	1808	368	403	36	7
#==== MOVING FLOATING WOOD				0	0
49	368	320	1313	7	6
49	560	352	1313	11	7
49	592	304	1313	11	6
49	624	400	1313	12	8
49	752	336	1313	15	6
49	1088	384	1313	21	7
49	1200	320	1313	24	6
49	1376	352	1313	27	7
49	1408	336	1313	28	6
49	1552	304	1313	31	6
49	1776	336	1313	35	6
49	1744	384	1313	34	7
49	1792	416	1313	35	8
#==== BOOMERANG ENEMY				0	0
51	2100	380	1315	42	7
#===== KOOPAS RED FLY				0	0
9	1870	294	89	37	5
#===== COIN				0	0
10	337	304	209	6	6
10	353	304	209	7	6
10	369	304	209	7	6
10	417	272	209	8	5
10	433	272	209	8	5
10	449	272	209	8	5
10	769	304	209	15	6
10	785	304	209	15	6
10	801	304	209	16	6
10	849	272	209	16	5
10	865	272	209	17	5
10	881	272	209	17	5
10	1329	288	209	26	5
10	1345	288	209	26	5
10	1361	288	209	27	5
10	1505	272	209	30	5
10	1505	288	209	30	5
10	1505	304	209	30	6
10	1505	320	209	30	6
10	1505	336	209	30	6
10	1505	352	209	30	7
10	1505	368	209	30	7
10	1505	384	209	30	7
10	1889	304	209	37	6
10	1905	304	209	38	6
10	1921	304	209	38	6
#KOOPA Ð?_B				0	0
8	1050	300	89	21	6
#8	1983	300	89	39	6
#8	100	255	89	2	5
